Term	Type	POS (most common)	WN2.0 Name	WordNet SenseKey	WN2.0 Synset	WordNet gloss	WordNet example usage
big	size	adj	big_a1	big%3:00:01::	301335840	above average in size or number or quantity or magnitude or extent; 	a large city; set out for the big city; a large sum; a big (or large) barn; a large family; big businesses; a big expenditure; a large number of newspapers; a big group of scientists; large areas of the world
bigger	comp	adj	larger_s1	bigger%5:00:00:large:00	301337276	large or big relative to something else	
bike	obj	v	bike_v1	bike%2:38:00::	201879500	ride a bicycle	
bird	bird	n	bird_n1	bird%1:05:00::	101425787	warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings	
birth	der	n	birth_n1	birth%1:28:00::	114284993	the time when something begins (especially life); 	they divorced after the birth of the child; his election signaled the birth of a new age
bitter	quality	adj	bitter_s1	bitter%5:00:00:resentful:00	300123294	marked by strong resentment or cynicism; 	an acrimonious dispute; bitter about the divorce
black	color	adj	black_a1	black%3:00:01::	300373348	being of the achromatic color of maximum darkness; having little or no hue owing to absorption of almost all incident light; 	black leather jackets; as black as coal; rich black soil
blacktop	obj	v	blacktop_v1	blacktop%2:35:00::	201228444	coat with blacktop; 	blacktop the driveway
bladder	bpart	n	vesica_n1	bladder%1:08:00::	105196336	a distensible membranous sac (usually containing liquid or gas)	
blade	obj	n	blade_n1	blade%1:20:00::	112379243	especially a leaf of grass or the broad portion of a leaf as distinct from the petiole	
blend	abs	v	blend_v1	blend%2:35:00::	201420891	combine into one; 	blend the nuts and raisins together; he blends in with the crowd; We don't intermingle much
blend	act	v	blend_v1	blend%2:35:00::	201420891	combine into one; 	blend the nuts and raisins together; he blends in with the crowd; We don't intermingle much
blender	obj	n	blender_n1	blender%1:06:00::	102750142	an electrically powered mixer with whirling blades that mix or chop or liquefy foods	
blends	der						
blink	act	v	blink_v1	blink%2:29:00::	200007638	briefly shut the eyes; 	The TV announcer never seems to blink
blinking	der	adj	blinking_s1	blinking%5:00:00:bright:00	300280141	off-and-on; 	the blinking signal light
block	obj	n	block_n1	block%1:06:00::	102751628	a solid piece of something (usually having flat rectangular sides); 	the pyramids were built with large stone blocks
blood	bpart	n	blood_n1	blood%1:08:00::	105092012	the fluid (red in vertebrates) that is pumped by the heart; 	blood carries oxygen and nutrients to the tissues and carries waste products away; the ancients believed that blood was the seat of the emotions
blue	color	adj	blue_s1	blue%5:00:00:chromatic:00	300363831	having a color similar to that of a clear unclouded sky; 	October's bright blue weather- Helen Hunt Jackson; a blue flame; blue haze of tobacco smoke
board	obj	n	board_n1	board%1:14:00::	107816627	a committee having supervisory powers; 	the board has seven members
body	bpart	n	body_n1	body%1:08:00::	104916110	the entire physical structure of an organism (especially an animal or human being); 	he felt as if his whole body were on fire
boil	act	v	boil_v1	boil%2:30:01::	200363608	come to the boiling point and change from a liquid to vapor; 	Water boils at 100 degrees Celsius
boiled	state	adj	stewed_s1	boiled%5:00:00:cooked:00	300587783	cooked in hot water	
bone	bpart	n	bone_n1	bone%1:08:00::	104966339	rigid connective tissue that makes up the skeleton of vertebrates	
book	obj	n	book_n1	book%1:10:00::	106013091	a written work or composition that has been published (printed on pages bound together); 	I am reading a good book on economics
boot	clothes	n	boot_n1	boot%1:06:00::	102771183	footwear that covers the whole foot and lower leg	
both	?						
bottom	posn	n	bottom_n1	bottom%1:15:00::	107993412	the lower side of anything	
box	obj	n	box_n1	box%1:06:00::	102780860	a (usually rectangular) container; may have a lid; 	he rummaged through a box of spare parts
boy	human	n	boy_n1	boy%1:18:00::	109620847	a youthful male person; 	the baby was a boy; she made the boy brush his teeth every night; most soldiers are only boys in uniform
brain	bpart	n	brain_n1	brain%1:08:00::	105166469	that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord	
brainstorming	abs	n	brainstorming_n1	brainstorming%1:04:00::	101136694	a group problem-solving technique in which members sit around a let fly with ideas and possible solutions to the problem	
brake	act	n	brake_n1	brake%1:06:00::	102786729	a restraint used to slow or stop a vehicle	
brake	obj	n	brake_n1	brake%1:06:00::	102786729	a restraint used to slow or stop a vehicle	
branch	abs	n	arm_n3	branch%1:14:00::	107890316	an administrative division of some larger or more complex organization; 	a branch of Congress
branch	obj	n	arm_n3	branch%1:14:00::	107890316	an administrative division of some larger or more complex organization; 	a branch of Congress
branch	ppart	n	arm_n3	branch%1:14:00::	107890316	an administrative division of some larger or more complex organization; 	a branch of Congress
bread	food	n	bread_n1	bread%1:13:00::	107208347	food made from dough of flour or meal and usually raised with yeast or baking powder and then baked	
break	abs	v	break_v1	break%2:30:03::	200352834	terminate; 	She interrupted her pregnancy; break a lucky streak; break the cycle of poverty
break	act	v	break_v1	break%2:30:03::	200352834	terminate; 	She interrupted her pregnancy; break a lucky streak; break the cycle of poverty
breaks	der						
breathe	act	v	breathe_v1	breathe%2:29:00::	200001740	draw air into, and expel out of, the lungs; 	I can breathe better when the air is clean; The patient is respiring
breathing	der	n	breathing_n1	breathing%1:04:00::	100780628	the bodily process of inhalation and exhalation; the process of taking in oxygen from inhaled air and releasing carbon dioxide by exhalation	
breed	abs	n	breed_n1	breed%1:14:01::	107610306	a special lineage; 	a breed of Americans
breed	act	n	breed_n1	breed%1:14:01::	107610306	a special lineage; 	a breed of Americans
breed	att	n	breed_n1	breed%1:14:01::	107610306	a special lineage; 	a breed of Americans
breeze	?	n	air_n5	breeze%1:19:00::	110693203	a slight wind (usually refreshing); 	the breeze was cooled by the lake; as he waited he could feel the air on his neck
bright	quality	adj	bright_a1	bright%3:00:00::	300277970	emitting or reflecting light readily or in large amounts; 	the sun was bright and hot; a bright sunlit room
bring	act	v	bring_v1	bring%2:38:00::	202018551	take something or somebody with oneself somewhere; 	Bring me the box from the other room; Take these letters to the boss; This brings me to the main point
broad	quality	adj	wide_a1	broad%3:00:04::	302469620	having great (or a certain) extent from one side to the other; 	wide roads; a wide necktie; wide margins; three feet wide; a river two miles broad; broad shoulders; a broad river
broccoli	food	n	broccoli_n1	broccoli%1:20:00::	111130300	plant with dense clusters of tight green flower buds	
broccoli	plant	n	broccoli_n1	broccoli%1:20:00::	111130300	plant with dense clusters of tight green flower buds	
broken	der	adj	broken_a1	broken%3:00:01::	300287371	physically and forcibly separated into pieces or cracked or split; or legally or emotionally destroyed; 	a broken mirror; a broken tooth; a broken leg; his neck is broken; children from broken homes; a broken marriage; a broken heart
brown	color	adj	brown_s1	brown%5:00:00:chromatic:00	300364479	of a color similar to that of wood or earth	
bruise	obj	v	bruise_v1	bruise%2:35:00::	201450495	injure the underlying soft tissue of bone of; 	I bruised my knee
brush	act	v	brush_v1	brush%2:35:01::	201205997	rub with a brush, or as if with a brush; 	Johnson brushed the hairs from his jacket
brush	obj	v	brush_v1	brush%2:35:01::	201205997	rub with a brush, or as if with a brush; 	Johnson brushed the hairs from his jacket
brushing	der	n	brushing_n1	brushing%1:04:03::	100619387	the act of brushing your teeth; 	the dentist recommended two brushes a day
bud	ppart	n	bud_n1	bud%1:20:02::	110929913	a partially opened flower	
build	act	v	build_v1	build%2:36:00::	201607634	make by combining materials and parts; 	this little pig made his house out of straw; Some eccentric constructed an electric brassiere warmer
building	loc	n	building_n1	building%1:06:00::	102809375	a structure that has a roof and walls and stands more or less permanently in one place; 	there was a three-story building on the corner; it was an imposing edifice
bulb	obj	n	bulb_n1	bulb%1:20:00::	112381551	a modified bud consisting of a thickened globular underground stem serving as a reproductive structure	
bumpy	quality	adj	jolty_s1	bumpy%5:00:00:rough:00	302161163	characterized by rough motion; 	a bumpy ride
bundle	act	n	packet_n1	bundle%1:14:00::	107522808	a collection of things wrapped or boxed together	
bundle	obj	n	packet_n1	bundle%1:14:00::	107522808	a collection of things wrapped or boxed together	
burn	act	v	burn_v1	burn%2:30:02::	200367013	destroy by fire; 	They burned the house and his diaries
burn	obj	v	burn_v1	burn%2:30:02::	200367013	destroy by fire; 	They burned the house and his diaries
burning	der	adj	burning_s1	burning%5:00:00:painful:00	301658560	producing or having a painfully hot sensation; 	begged for water to soothe his burning throat
